director_name,director_avg_score,director_movie_count
stanley tong,6.50684691694223,1.0
david oelhoffen,6.606846916942229,1.0
eli roth,6.1301351877066725,3.0
tony richardson,6.448725928807625,2.0
charles robert carner,5.9068469169422295,1.0
russell holt,6.540180250275562,1.0
claude miller,6.540180250275562,1.0
sacha bennett,6.190180250275563,1.0
rodrigo garcía,6.6058687859504825,2.0
jeta amata,6.3235135836088965,1.0
siddharth anand,6.290180250275562,1.0
vincent paronnaud,6.723513583608896,1.0
dennis gansel,6.6568469169422295,1.0
daniel barber,6.590180250275563,1.0
robert marcarelli,5.973513583608896,1.0
ernie barbarash,6.177297357379054,2.0
guy hamilton,6.731007409241216,6.0
adam brooks,6.590180250275563,1.0
michael anderson,6.523513583608896,1.0
don kempf,6.640180250275563,1.0
matt bettinelli-olpin,6.05684691694223,1.0
sharron miller,6.0735135836088965,1.0
aaron schneider,6.5735135836088965,1.0
tom ford,6.6568469169422295,1.0
tony maylam,6.423513583608897,1.0
mitch davis,6.277297357379054,2.0
kevin brodie,6.440180250275563,1.0
lynne ramsay,6.648725928807626,2.0
john stephenson,6.356846916942229,1.0
tim chambers,6.473513583608896,1.0
dick richards,6.440180250275563,1.0
bob gosse,6.273513583608896,1.0
alex zamm,5.773513583608896,1.0
spencer susser,6.5735135836088965,1.0
thaddeus o'sullivan,6.50684691694223,1.0
shari springer berman,6.5344402145219105,2.0
aleksey german,6.50684691694223,1.0
stephen milburn anderson,6.390180250275563,1.0
richard e. grant,6.540180250275562,1.0
david lam,6.273513583608896,1.0
vladlen barbe,6.273513583608896,1.0
richard rich,6.390180250275563,1.0
robert c. cooper,6.623513583608896,1.0
kim nguyen,6.590180250275563,1.0
jackie earle haley,6.356846916942229,1.0
max färberböck,6.606846916942229,1.0
arie posin,6.55684691694223,1.0
damian nieman,6.456846916942229,1.0
mark tonderai,6.3235135836088965,1.0
ian fitzgibbon,6.456846916942229,1.0
rachel perkins,6.440180250275563,1.0
luis valdez,6.523513583608896,1.0
alan alda,6.590180250275563,1.0
louis morneau,5.9901802502755634,1.0
caroline link,6.673513583608897,1.0
sterling van wagenen,6.4901802502755634,1.0
zal batmanglij,6.56301164309334,2.0
hans petter moland,6.606846916942229,1.0
oren moverman,6.590180250275563,1.0
ian sharp,6.473513583608896,1.0
wolfgang becker,6.673513583608897,1.0
dan o'bannon,6.606846916942229,1.0
george roy hill,6.963011643093339,2.0
robert stevenson,6.690180250275563,1.0
jerome robbins,6.6568469169422295,1.0
gary hardwick,6.440180250275563,1.0
king vidor,6.717635187706673,3.0
fred savage,5.873513583608896,1.0
sammo kam-bo hung,6.423513583608897,1.0
rusty cundieff,6.4068469169422295,1.0
dominique othenin-girard,6.25684691694223,1.0
jean-jacques mantello,6.473513583608896,1.0
risa bramon garcia,6.373513583608896,1.0
brian klugman,6.5735135836088965,1.0
matt piedmont,6.30684691694223,1.0
raymond de felitta,6.623513583608896,1.0
john michael mcdonagh,6.606846916942229,1.0
deb hagan,6.1568469169422295,1.0
zach cregger,6.2401802502755634,1.0
zach braff,6.6630116430933395,2.0
mark tarlov,6.273513583608896,1.0
john cameron mitchell,6.705135187706672,3.0
jon knautz,6.155135187706672,3.0
david atkins,6.356846916942229,1.0
patrick stettner,6.377297357379054,2.0
sam peckinpah,6.871231277961487,4.0
michael crichton,6.55684691694223,1.0
sylvio tabet,6.023513583608896,1.0
rick bieber,6.340180250275563,1.0
joey lauren adams,6.423513583608897,1.0
fred zinnemann,7.114108150165338,5.0
s.r. bindler,6.173513583608897,1.0
greg marcks,6.590180250275563,1.0
perry lang,6.356846916942229,1.0
jake goldberger,6.373513583608896,1.0
william kaufman,6.134440214521911,2.0
cédric klapisch,6.648725928807626,2.0
kate barker-froyland,6.356846916942229,1.0
martin koolhoven,6.5735135836088965,1.0
charles matthau,6.473513583608896,1.0
christopher m. bessette,6.290180250275562,1.0
prachya pinkaew,6.5735135836088965,1.0
gary sinyor,6.456846916942229,1.0
ashish r. mohan,6.106846916942229,1.0
darren grant,6.3235135836088965,1.0
joseph gordon-levitt,6.4901802502755634,1.0
william sachs,5.956846916942229,1.0
christophe barratier,6.706846916942229,1.0
émile gaudreault,6.50684691694223,1.0
james cox,6.367635187706672,3.0
james toback,6.120154500236197,2.0
aki kaurismäki,6.590180250275563,1.0
hitoshi matsumoto,6.4068469169422295,1.0
rakeysh omprakash mehra,6.790180250275562,1.0
collin schiffli,6.423513583608897,1.0
george ratliff,6.273513583608896,1.0
shane meadows,6.949009055739264,4.0
jon wright,6.440180250275563,1.0
michael mcgowan,6.6568469169422295,1.0
liv ullmann,6.3235135836088965,1.0
rohan sippy,6.423513583608897,1.0
dan trachtenberg,6.606846916942229,1.0
david f. sandberg,6.526786833517042,4.0
stiles white,6.123513583608896,1.0
eugenio derbez,6.6568469169422295,1.0
henry koster,6.523513583608896,1.0
patty jenkins,6.720154500236197,2.0
christopher landon,6.234440214521911,2.0
david gelb,6.25684691694223,1.0
mike flanagan,6.377297357379054,2.0
nat faxon,6.623513583608896,1.0
george jackson,6.2401802502755634,1.0
maurice joyce,6.223513583608896,1.0
robert duvall,6.590180250275563,1.0
frank perry,6.50684691694223,1.0
jesse peretz,6.320154500236197,2.0
ice cube,6.3235135836088965,1.0
richard glatzer,6.705868785950483,2.0
michael curtiz,6.830135187706672,3.0
bruce malmuth,6.456846916942229,1.0
rob hedden,6.140180250275563,1.0
harmony korine,6.273513583608896,1.0
joe chappelle,6.206846916942229,1.0
mickey liddell,6.023513583608896,1.0
fred walton,6.423513583608897,1.0
steve carver,6.440180250275563,1.0
gonzalo lópez-gallego,6.25684691694223,1.0
christine jeffs,6.540180250275562,1.0
don coscarelli,6.530135187706672,3.0
michael tiddes,5.705135187706672,3.0
bill duke,6.4068469169422295,1.0
frank borzage,6.4901802502755634,1.0
mamoru hosoda,6.373513583608896,1.0
brian dannelly,6.540180250275562,1.0
denys arcand,6.673513583608897,1.0
j.s. cardone,6.273513583608896,1.0
jay levey,6.55684691694223,1.0
nicholaus goossen,6.55684691694223,1.0
ronan chapalain,6.540180250275562,1.0
xavier beauvois,6.590180250275563,1.0
randall miller,6.6058687859504825,2.0
jerry belson,6.423513583608897,1.0
dan rush,6.456846916942229,1.0
michael cuesta,6.648725928807626,2.0
fenton bailey,6.491583071664769,2.0
jeremy saulnier,6.648725928807626,2.0
billy kent,6.3235135836088965,1.0
james manera,6.123513583608896,1.0
feroz abbas khan,6.623513583608896,1.0
errol morris,6.640180250275563,1.0
dennis hopper,6.590180250275563,1.0
eli craig,6.6568469169422295,1.0
nicholas fackler,6.606846916942229,1.0
richard wallace,6.423513583608897,1.0
morgan j. freeman,6.434440214521912,2.0
matthew hastings,6.1568469169422295,1.0
klaus menzel,5.940180250275563,1.0
oren peli,6.120154500236197,2.0
paul andrew williams,6.505868785950483,2.0
jim amatulli,6.140180250275563,1.0
william h. macy,6.640180250275563,1.0
barrett esposito,6.50684691694223,1.0
vicky jewson,6.123513583608896,1.0
marc bennett,6.50684691694223,1.0
mike mayhall,6.8235135836088965,1.0
stanton barrett,5.956846916942229,1.0
jirí menzel,6.623513583608896,1.0
fatih akin,6.606846916942229,1.0
nick murphy,6.473513583608896,1.0
frank laloggia,6.50684691694223,1.0
jeremy brock,6.523513583608896,1.0
scott foley,6.290180250275562,1.0
christophe ali,6.290180250275562,1.0
gabriela tagliavini,5.923513583608897,1.0
shekar,6.5735135836088965,1.0
shona auerbach,6.690180250275563,1.0
leonard farlinger,6.273513583608896,1.0
michel leclerc,6.590180250275563,1.0
analeine cal y mayor,6.423513583608897,1.0
tom kalin,6.373513583608896,1.0
john huston,6.734440214521911,2.0
walter lang,6.56301164309334,2.0
carlos saura,6.590180250275563,1.0
andrew erwin,6.36301164309334,2.0
beto gómez,6.390180250275563,1.0
mike van diem,6.690180250275563,1.0
jonas åkerlund,6.463011643093339,2.0
todd solondz,6.767635187706672,3.0
rené féret,6.456846916942229,1.0
barry skolnick,6.473513583608896,1.0
johnnie to,6.606846916942229,1.0
mateo gil,6.4901802502755634,1.0
lukas moodysson,6.706846916942229,1.0
agnieszka wojtowicz-vosloo,6.373513583608896,1.0
kabir sadanand,6.173513583608897,1.0
peter deluise,6.373513583608896,1.0
raja menon,6.80684691694223,1.0
nick love,6.191583071664768,2.0
r. balki,6.590180250275563,1.0
ivan engler,6.423513583608897,1.0
cecil b. demille,6.50684691694223,1.0
henry hobson,6.3235135836088965,1.0
mike figgis,6.4772973573790535,2.0
duane journey,6.106846916942229,1.0
billy wilder,7.137897944628154,4.0
lisa cholodenko,6.5735135836088965,1.0
john sturges,6.773513583608896,1.0
william arntz,6.290180250275562,1.0
ed gass-donnelly,6.05684691694223,1.0
dj pooh,5.848725928807625,2.0
james melkonian,6.1568469169422295,1.0
roger avary,6.505868785950483,2.0
allison anders,6.448725928807625,2.0
rick de oliveira,5.840180250275563,1.0
jeff franklin,6.356846916942229,1.0
mike mills,6.591583071664767,2.0
dave mckean,6.540180250275562,1.0
ron fricke,6.80684691694223,1.0
ruggero deodato,6.190180250275563,1.0
gavin wiesen,6.4901802502755634,1.0
mora stephens,6.340180250275563,1.0
mars callahan,6.55684691694223,1.0
leos carax,6.5735135836088965,1.0
stefan schwartz,6.4901802502755634,1.0
robert lee king,6.440180250275563,1.0
jorge ramírez suárez,6.673513583608897,1.0
dan ireland,6.223513583608896,1.0
fernando león de aranoa,6.673513583608897,1.0
jim mickle,6.473513583608896,1.0
karim aïnouz,6.4068469169422295,1.0
sam levinson,6.390180250275563,1.0
aleksandr veledinskiy,6.640180250275563,1.0
peter h. hunt,6.6568469169422295,1.0
ruba nadda,6.25684691694223,1.0
howard hughes,6.690180250275563,1.0
edward burns,6.449009055739264,4.0
sean byrne,6.50684691694223,1.0
mark griffiths,6.440180250275563,1.0
bruce macdonald,6.173513583608897,1.0
victor fleming,6.955135187706672,3.0
richard raymond,6.390180250275563,1.0
alan jacobs,6.606846916942229,1.0
george sidney,6.605135187706672,3.0
christopher morris,6.606846916942229,1.0
andrucha waddington,6.640180250275563,1.0
peter stebbings,6.523513583608896,1.0
vincente minnelli,6.5735135836088965,1.0
dagur kári,6.540180250275562,1.0
jim abrahams,6.690180250275563,1.0
kevin carraway,5.973513583608896,1.0
michael gornick,6.390180250275563,1.0
richard brooks,7.060120166850376,4.0
robert eggers,6.771231277961487,4.0
michael martin,6.040180250275562,1.0
gideon raff,6.190180250275563,1.0
louis c.k.,6.25684691694223,1.0
anthony c. ferrante,5.940180250275563,1.0
salvador carrasco,6.523513583608896,1.0
andré øvredal,6.55684691694223,1.0
robert cary,6.473513583608896,1.0
adam rapp,6.456846916942229,1.0
warren p. sonoda,6.173513583608897,1.0
amanda gusack,6.4068469169422295,1.0
avi nesher,6.30684691694223,1.0
charles adelman,6.190180250275563,1.0
jay oliva,6.790180250275562,1.0
charles ferguson,6.992635187706672,3.0
mark young,6.290180250275562,1.0
daniel petrie jr.,6.190180250275563,1.0
antonio simoncini,5.9068469169422295,1.0
luc jacquet,6.6568469169422295,1.0
eldar rapaport,6.4068469169422295,1.0
clark gregg,6.473513583608896,1.0
damien chazelle,6.974108150165338,5.0
justin kerrigan,6.5735135836088965,1.0
nathan frankowski,6.4901802502755634,1.0
karen moncrieff,6.5344402145219105,2.0
jennifer finnigan,6.140180250275563,1.0
eric styles,6.456846916942229,1.0
laurent cantet,6.640180250275563,1.0
john ford,6.949009055739264,4.0
max mayer,6.590180250275563,1.0
joshua marston,6.640180250275563,1.0
john gulager,6.456846916942229,1.0
brandon cronenberg,6.340180250275563,1.0
frank capra,7.264108150165337,5.0
tod williams,6.340180250275563,1.0
jack sholder,6.290180250275562,1.0
ted post,6.491583071664769,2.0
kunihiko yuyama,6.3235135836088965,1.0
tom mcloughlin,6.373513583608896,1.0
adam marcus,6.106846916942229,1.0
john maclean,6.540180250275562,1.0
benny boom,6.373513583608896,1.0
howard hawks,6.690180250275563,1.0
nnegest likké,5.890180250275563,1.0
christopher leitch,5.923513583608897,1.0
patricia cardoso,6.520154500236196,2.0
damien o'donnell,6.540180250275562,1.0
peter m. cohen,6.123513583608896,1.0
mel stuart,6.690180250275563,1.0
anthony hickox,6.273513583608896,1.0
tom schulman,6.273513583608896,1.0
jill sprecher,6.548725928807626,2.0
darren stein,6.191583071664768,2.0
david nixon,6.440180250275563,1.0
jason eisener,6.4068469169422295,1.0
enrique begne,6.223513583608896,1.0
matthew bright,6.540180250275562,1.0
michael landon jr.,6.491583071664769,2.0
andrea arnold,6.606846916942229,1.0
whit stillman,6.505868785950483,2.0
leslye headland,6.273513583608896,1.0
bobby roth,6.223513583608896,1.0
tim heidecker,6.273513583608896,1.0
kate connor,6.373513583608896,1.0
deon taylor,6.0735135836088965,1.0
jason alexander,6.50684691694223,1.0
conor mcpherson,6.423513583608897,1.0
will canon,6.273513583608896,1.0
philip zlotorynski,5.940180250275563,1.0
lance kawas,6.423513583608897,1.0
francesca gregorini,6.373513583608896,1.0
marcio garcia,6.30684691694223,1.0
craig moss,5.377297357379054,2.0
michael jai white,6.356846916942229,1.0
paolo monico,6.2401802502755634,1.0
youssef delara,6.177297357379054,2.0
darin scott,6.190180250275563,1.0
christian sesma,6.040180250275562,1.0
monte hellman,6.423513583608897,1.0
brian caunter,6.423513583608897,1.0
chris d'arienzo,6.373513583608896,1.0
isaac florentine,6.206846916942229,1.0
susan seidelman,6.473513583608896,1.0
heidi ewing,6.456846916942229,1.0
leon ford,6.4068469169422295,1.0
hank braxtan,6.05684691694223,1.0
john carl buechler,6.273513583608896,1.0
rajkumar hirani,6.75684691694223,1.0
victor nunez,6.6630116430933395,2.0
rohit jugraj,6.4901802502755634,1.0
thorbjørn christoffersen,6.340180250275563,1.0
alex van warmerdam,6.55684691694223,1.0
pawel pawlikowski,6.648725928807626,2.0
frank sebastiano,6.390180250275563,1.0
stacy peralta,6.848725928807625,2.0
nacho vigalondo,6.590180250275563,1.0
hao ning,6.777297357379054,2.0
tony giglio,6.273513583608896,1.0
stanley donen,6.773513583608896,1.0
joe cross,6.6568469169422295,1.0
dinesh d'souza,6.2401802502755634,1.0
tommy lee wallace,6.1568469169422295,1.0
don taylor,6.440180250275563,1.0
leslie small,6.648725928807626,2.0
éric tessier,6.4901802502755634,1.0
alison maclean,6.55684691694223,1.0
alice wu,6.6568469169422295,1.0
sarah gavron,6.50684691694223,1.0
isabel coixet,6.6568469169422295,1.0
james ponsoldt,6.5735135836088965,1.0
joshua tickell,6.6568469169422295,1.0
tim boxell,6.4901802502755634,1.0
michael d. sellers,6.340180250275563,1.0
reed cowan,6.5735135836088965,1.0
james dodson,6.423513583608897,1.0
alex rivera,6.373513583608896,1.0
john murlowski,6.356846916942229,1.0
benni diez,6.223513583608896,1.0
danny perez,6.440180250275563,1.0
robby henson,6.2401802502755634,1.0
zackary adler,6.223513583608896,1.0
dominic burns,5.9068469169422295,1.0
carmen marron,6.040180250275562,1.0
jason stone,6.356846916942229,1.0
jerry rees,6.606846916942229,1.0
jaco booyens,6.540180250275562,1.0
danny steinmann,6.173513583608897,1.0
jon gunn,6.305135187706672,3.0
hayley cloake,6.106846916942229,1.0
tay garnett,6.640180250275563,1.0
shyam madiraju,6.190180250275563,1.0
harmage singh kalirai,6.356846916942229,1.0
rita merson,6.273513583608896,1.0
william wyler,6.7401802502755634,1.0
larry clark,6.620154500236197,2.0
petter næss,6.6568469169422295,1.0
robert fontaine,6.590180250275563,1.0
dan perri,6.50684691694223,1.0
neil mcenery-west,6.190180250275563,1.0
anthony o'brien,6.30684691694223,1.0
michael herz,6.234440214521911,2.0
david robert mitchell,6.540180250275562,1.0
robert mulligan,6.790180250275562,1.0
chia-liang liu,6.6568469169422295,1.0
chris kentis,6.191583071664768,2.0
alex kendrick,6.60456461129482,4.0
robert rossen,6.723513583608896,1.0
jack conway,6.5735135836088965,1.0
sylvain chomet,6.690180250275563,1.0
chris eyre,6.590180250275563,1.0
elia kazan,6.992635187706672,3.0
debra granik,6.590180250275563,1.0
henry king,6.55684691694223,1.0
miranda july,6.623513583608896,1.0
max joseph,6.4068469169422295,1.0
jim jarmusch,6.640180250275563,1.0
kevin tenney,6.340180250275563,1.0
ari folman,6.723513583608896,1.0
gary rogers,5.940180250275563,1.0
marielle heller,6.540180250275562,1.0
david sington,6.7401802502755634,1.0
kelly reichardt,6.580135187706672,3.0
bob giraldi,6.606846916942229,1.0
huck botko,6.1568469169422295,1.0
david duchovny,6.55684691694223,1.0
mitchell lichtenstein,6.290180250275562,1.0
lance mungia,6.50684691694223,1.0
kundan shah,5.856846916942229,1.0
hue rhodes,6.356846916942229,1.0
jugal hansraj,6.273513583608896,1.0
danny provenzano,6.290180250275562,1.0
bill muir,6.190180250275563,1.0
noah buschel,6.423513583608897,1.0
brian yuzna,6.373513583608896,1.0
hunter richards,6.4901802502755634,1.0
laurie collyer,6.4901802502755634,1.0
aaron hann,6.390180250275563,1.0
phil claydon,6.25684691694223,1.0
ralph ziman,6.690180250275563,1.0
john simpson,6.456846916942229,1.0
colin minihan,6.4068469169422295,1.0
conor mcmahon,6.340180250275563,1.0
chris shadley,6.30684691694223,1.0
simon napier-bell,6.623513583608896,1.0
simon yin,6.040180250275562,1.0
jeff crook,6.1568469169422295,1.0
orson welles,6.673513583608897,1.0
dave payne,6.206846916942229,1.0
brad copeland,6.4901802502755634,1.0
paul bunnell,6.340180250275563,1.0
phil morrison,6.3235135836088965,1.0
harald reinl,6.390180250275563,1.0
tanner beard,6.123513583608896,1.0
scott dow,5.956846916942229,1.0
derick martini,6.140180250275563,1.0
jerry dugan,5.956846916942229,1.0
tim hunter,6.5735135836088965,1.0
richard ayoade,6.606846916942229,1.0
jehane noujaim,6.7401802502755634,1.0
pascal arnold,6.356846916942229,1.0
remo,6.456846916942229,1.0
john laing,6.440180250275563,1.0
jamal hill,6.590180250275563,1.0
daniel stamm,6.3235135836088965,1.0
carlos carrera,6.523513583608896,1.0
benh zeitlin,6.606846916942229,1.0
j. lee thompson,6.277297357379054,2.0
maggie greenwald,6.606846916942229,1.0
vera farmiga,6.440180250275563,1.0
vijay chandar,6.2401802502755634,1.0
jonathan wacks,6.4068469169422295,1.0
khyentse norbu,6.640180250275563,1.0
tony krantz,6.273513583608896,1.0
mitchell altieri,6.840180250275563,1.0
w.d. hogan,5.956846916942229,1.0
corey grant,6.290180250275562,1.0
lucky mckee,6.50684691694223,1.0
richard boddington,6.173513583608897,1.0
david hunt,6.440180250275563,1.0
steven r. monroe,6.440180250275563,1.0
mark illsley,6.440180250275563,1.0
ritesh batra,6.690180250275563,1.0
sally potter,6.540180250275562,1.0
brad j. silverman,6.4068469169422295,1.0
dave meyers,6.106846916942229,1.0
david m. matthews,5.973513583608896,1.0
nadine labaki,6.590180250275563,1.0
lluís quílez,6.173513583608897,1.0
eytan fox,6.606846916942229,1.0
romesh sharma,6.2401802502755634,1.0
françois truffaut,6.590180250275563,1.0
adam goldberg,6.290180250275562,1.0
travis zariwny,6.00684691694223,1.0
adrienne shelly,6.5735135836088965,1.0
newt arnold,6.523513583608896,1.0
alex cox,6.540180250275562,1.0
fabián bielinsky,6.706846916942229,1.0
dror moreh,6.6568469169422295,1.0
rebecca miller,6.50684691694223,1.0
maggie carey,6.356846916942229,1.0
henry bean,6.590180250275563,1.0
simeon rice,6.30684691694223,1.0
jeff garlin,6.423513583608897,1.0
qasim basir,6.50684691694223,1.0
adam green,6.340180250275563,1.0
charles chaplin,6.8235135836088965,1.0
pete jones,6.473513583608896,1.0
bruce campbell,6.440180250275563,1.0
adam carolla,6.4068469169422295,1.0
bruce mcdonald,6.50684691694223,1.0
james mottern,6.50684691694223,1.0
jaime zevallos,6.6568469169422295,1.0
gerard johnstone,6.523513583608896,1.0
robert greenwald,6.691583071664768,2.0
david ray,6.523513583608896,1.0
dave rodriguez,6.440180250275563,1.0
nae caranfil,6.5735135836088965,1.0
david winning,5.856846916942229,1.0
frank lotito,6.75684691694223,1.0
timothy woodward jr.,5.9068469169422295,1.0
tara subkoff,5.940180250275563,1.0
russell friedenberg,5.9901802502755634,1.0
william cottrell,6.673513583608897,1.0
lucrecia martel,6.50684691694223,1.0
edward dmytryk,6.30684691694223,1.0
zak penn,6.4901802502755634,1.0
alex ranarivelo,6.190180250275563,1.0
mathieu amalric,6.440180250275563,1.0
david worth,6.540180250275562,1.0
leslie h. martinson,6.473513583608896,1.0
robert m. young,6.5735135836088965,1.0
steve buscemi,6.591583071664767,2.0
ham tran,6.623513583608896,1.0
rich cowan,6.473513583608896,1.0
boris rodriguez,6.340180250275563,1.0
sadyk sher-niyaz,6.840180250275563,1.0
paul donovan,6.106846916942229,1.0
jonathan kesselman,6.423513583608897,1.0
arjun sablok,5.940180250275563,1.0
tyler oliver,6.25684691694223,1.0
douglas cheek,6.30684691694223,1.0
deryck broom,6.00684691694223,1.0
henry hathaway,6.5735135836088965,1.0
giovanni zelko,6.6568469169422295,1.0
claudia sainte-luce,6.55684691694223,1.0
jamie babbit,6.4772973573790535,2.0
david boyd,6.390180250275563,1.0
anna muylaert,6.706846916942229,1.0
steve taylor,6.390180250275563,1.0
kurt voss,6.4068469169422295,1.0
james david pasternak,6.423513583608897,1.0
laurent bouhnik,6.3235135836088965,1.0
tom sanchez,6.590180250275563,1.0
david caffrey,6.4068469169422295,1.0
adam jay epstein,6.023513583608896,1.0
justin thomas ostensen,6.140180250275563,1.0
brenton spencer,6.023513583608896,1.0
ossie davis,6.4901802502755634,1.0
jay alaimo,6.1568469169422295,1.0
dylan bank,6.090180250275563,1.0
rob mckittrick,6.523513583608896,1.0
jeff burr,6.373513583608896,1.0
harry gantz,6.173513583608897,1.0
guy maddin,6.55684691694223,1.0
regardt van den bergh,6.540180250275562,1.0
panos cosmatos,6.4068469169422295,1.0
gareth evans,6.6568469169422295,1.0
matthew r. anderson,5.890180250275563,1.0
joe marino,5.8235135836088965,1.0
joel anderson,6.4068469169422295,1.0
shimit amin,6.640180250275563,1.0
douglas trumbull,6.50684691694223,1.0
mona fastvold,6.206846916942229,1.0
levan gabriadze,6.340180250275563,1.0
bradley parker,6.223513583608896,1.0
clive barker,6.55684691694223,1.0
harold cronk,5.956846916942229,1.0
takao okawara,6.390180250275563,1.0
duncan tucker,6.623513583608896,1.0
russ meyer,6.423513583608897,1.0
robert d. webb,6.423513583608897,1.0
allan dwan,6.590180250275563,1.0
andrew steggall,6.55684691694223,1.0
ben lewin,6.590180250275563,1.0
robert kenner,6.706846916942229,1.0
craig johnson,6.523513583608896,1.0
sean durkin,6.540180250275562,1.0
gillian robespierre,6.523513583608896,1.0
courtney hunt,6.590180250275563,1.0
morgan neville,6.623513583608896,1.0
chris paine,6.673513583608897,1.0
greg berlanti,6.55684691694223,1.0
marc levin,6.590180250275563,1.0
richard dutcher,6.590180250275563,1.0
khalid mohamed,6.423513583608897,1.0
finn taylor,6.55684691694223,1.0
josé luis valenzuela,5.9901802502755634,1.0
gia coppola,6.440180250275563,1.0
scandar copti,6.623513583608896,1.0
goran dukic,6.623513583608896,1.0
mike cahill,6.6630116430933395,2.0
efram potelle,6.4068469169422295,1.0
joshua oppenheimer,6.75684691694223,1.0
alex gibney,6.673513583608897,1.0
paul crowder,6.606846916942229,1.0
rohit jagessar,6.623513583608896,1.0
anthony powell,6.6568469169422295,1.0
kief davidson,6.523513583608896,1.0
johnny remo,6.3235135836088965,1.0
vivek agnihotri,6.190180250275563,1.0
ti west,6.320154500236197,2.0
nick tomnay,6.523513583608896,1.0
nickolas perry,6.25684691694223,1.0
dan zukovic,6.540180250275562,1.0
becky smith,6.440180250275563,1.0
eric nicholas,6.4068469169422295,1.0
benjamin dickinson,6.30684691694223,1.0
hal haberman,6.540180250275562,1.0
a. raven cruz,5.706846916942229,1.0
frank whaley,6.290180250275562,1.0
amat escalante,6.523513583608896,1.0
wajahat rauf,6.55684691694223,1.0
katherine brooks,6.50684691694223,1.0
david cross,6.356846916942229,1.0
randall rubin,6.423513583608897,1.0
robert bennett,5.856846916942229,1.0
mary pat kelly,6.356846916942229,1.0
lori petty,6.473513583608896,1.0
charlie levi,6.4068469169422295,1.0
kevin hamedani,6.2401802502755634,1.0
david decoteau,5.4772973573790535,2.0
mikel rueda,6.590180250275563,1.0
stefan c. schaefer,6.340180250275563,1.0
michael taliferro,5.956846916942229,1.0
katie aselton,6.173513583608897,1.0
robert heath,6.3235135836088965,1.0
d. stevens,6.040180250275562,1.0
jeffrey st. jules,6.290180250275562,1.0
robert hall,6.25684691694223,1.0
k. king,5.973513583608896,1.0
jonathan meyers,6.273513583608896,1.0
ralph nelson,6.5735135836088965,1.0
blair erickson,6.30684691694223,1.0
allison burnett,6.390180250275563,1.0
richard schenkman,6.448725928807625,2.0
sanjay rawal,6.5735135836088965,1.0
kat coiro,6.340180250275563,1.0
cristian mungiu,6.706846916942229,1.0
brian dorton,6.606846916942229,1.0
maryam keshavarz,6.373513583608896,1.0
ramaa mosley,6.456846916942229,1.0
c. jay cox,6.463011643093339,2.0
mariette monpierre,6.50684691694223,1.0
tommy oliver,6.5735135836088965,1.0
jamie travis,6.390180250275563,1.0
rich christiano,6.3235135836088965,1.0
natalie bible',5.923513583608897,1.0
asghar farhadi,6.790180250275562,1.0
justin molotnikov,6.540180250275562,1.0
georg wilhelm pabst,6.723513583608896,1.0
daniel davila,6.623513583608896,1.0
jorge gaggero,6.590180250275563,1.0
michael burke,6.590180250275563,1.0
catherine jelski,6.090180250275563,1.0
shane dawson,6.2401802502755634,1.0
ryan little,6.523513583608896,1.0
clark baker,6.423513583608897,1.0
matt maiellaro,6.540180250275562,1.0
ben wheatley,6.448725928807625,2.0
oliver blackburn,6.25684691694223,1.0
christopher hutson,5.9068469169422295,1.0
david lachapelle,6.5735135836088965,1.0
caryn waechter,6.440180250275563,1.0
emily dell,6.05684691694223,1.0
ryan fleck,6.590180250275563,1.0
jennifer wynne farmer,6.473513583608896,1.0
christopher scott cherot,6.473513583608896,1.0
h.m. coakley,6.206846916942229,1.0
randy moore,6.25684691694223,1.0
chris atkins,6.623513583608896,1.0
bill benenson,6.623513583608896,1.0
ryan smith,6.290180250275562,1.0
travis romero,6.040180250275562,1.0
anna mastro,6.273513583608896,1.0
mark sandrich,6.690180250275563,1.0
daniel myrick,6.456846916942229,1.0
michael wadleigh,6.7401802502755634,1.0
gene teigland,6.3235135836088965,1.0
scott ziehl,6.4901802502755634,1.0
richard montoya,6.440180250275563,1.0
johanna schwartz,6.673513583608897,1.0
william gazecki,6.648725928807626,2.0
lance mcdaniel,6.723513583608896,1.0
thomas lilti,6.590180250275563,1.0
michael walker,6.140180250275563,1.0
u. roberto romano,6.590180250275563,1.0
amy holden jones,6.4068469169422295,1.0
blaz zavrsnik,6.456846916942229,1.0
pan nalin,6.705868785950483,2.0
joe camp,6.4068469169422295,1.0
matt walsh,6.290180250275562,1.0
john 'bud' cardos,6.373513583608896,1.0
marilyn agrelo,6.640180250275563,1.0
brian baugh,6.5735135836088965,1.0
patrick creadon,6.623513583608896,1.0
barry w. blaustein,6.6568469169422295,1.0
kurt hale,6.391583071664768,2.0
siddiq barmak,6.623513583608896,1.0
joseph dorman,6.523513583608896,1.0
greg harrison,6.334440214521911,2.0
jacob aaron estes,6.606846916942229,1.0
eric schaeffer,6.390180250275563,1.0
neema barnette,6.273513583608896,1.0
joe swanberg,6.2915830716647685,2.0
molly bernstein,6.5735135836088965,1.0
marius a. markevicius,6.790180250275562,1.0
tom dicillo,6.356846916942229,1.0
quentin dupieux,6.356846916942229,1.0
alex smith,6.4068469169422295,1.0
gareth edwards,6.456846916942229,1.0
jonathan parker,6.223513583608896,1.0
sol tryon,6.473513583608896,1.0
alex craig mann,6.1568469169422295,1.0
stephen kijak,6.606846916942229,1.0
daston kalili,6.356846916942229,1.0
