director_name,director_avg_score,director_movie_count
steve boyum,5.748725928807625,2.0
kaige chen,6.3235135836088965,1.0
corey yuen,6.190180250275563,1.0
andrew dominik,6.577297357379054,2.0
li zhang,6.390180250275563,1.0
laurent tirard,6.691583071664768,2.0
reinhard klooss,6.206846916942229,1.0
frédéric auburtin,5.723513583608896,1.0
olivier dahan,6.340180250275563,1.0
maksim fadeev,6.0735135836088965,1.0
liliana cavani,6.50684691694223,1.0
greg tiernan,6.640180250275563,1.0
elizabeth banks,6.142635187706672,3.0
edward norton,6.456846916942229,1.0
ben falcone,6.077297357379054,2.0
richard attenborough,6.971231277961486,4.0
don mancini,6.206846916942229,1.0
john maybury,6.5735135836088965,1.0
igor kovalyov,6.373513583608896,1.0
shinji aramaki,6.473513583608896,1.0
miguel arteta,6.444108150165337,5.0
james gray,6.584108150165338,5.0
janusz kaminski,6.190180250275563,1.0
robert b. weide,6.473513583608896,1.0
jeff wadlow,6.430135187706672,3.0
agustín díaz yanes,6.4068469169422295,1.0
camille delamarre,6.1630116430933395,2.0
david lean,7.149009055739264,4.0
richard eyre,6.691583071664768,2.0
nicholas meyer,6.748725928807625,2.0
callie khouri,6.305868785950482,2.0
sanaa hamri,6.334440214521911,2.0
todd graff,6.348725928807625,2.0
philip kaufman,6.805868785950482,2.0
saul dibb,6.540180250275562,1.0
walter murch,6.50684691694223,1.0
richard linklater,7.087054075082669,15.0
e. elias merhige,6.448725928807625,2.0
menno meyjes,6.523513583608896,1.0
jodie foster,6.542635187706672,3.0
scott frank,6.473513583608896,1.0
kevin allen,6.1630116430933395,2.0
michael cristofer,6.390180250275563,1.0
andrew morahan,6.106846916942229,1.0
bob rafelson,6.434440214521912,2.0
michael cohn,6.440180250275563,1.0
alan shapiro,6.25684691694223,1.0
fernando meirelles,6.892635187706672,3.0
michael hoffman,6.617635187706672,3.0
oleg stepchenko,6.290180250275562,1.0
michael winterbottom,6.312825591059397,6.0
michael pressman,6.390180250275563,1.0
sharon maguire,6.50684691694223,1.0
charles herman-wurmfeld,6.367635187706672,3.0
gabor csupo,6.590180250275563,1.0
tyler perry,5.460077250118098,9.0
joe carnahan,6.6301351877066725,3.0
john polson,6.177297357379054,2.0
bernardo bertolucci,6.891583071664768,2.0
cathy malkasian,6.25684691694223,1.0
john eng,6.3235135836088965,1.0
chris nahon,6.4901802502755634,1.0
fred wolf,6.1630116430933395,2.0
bille woodruff,5.871231277961487,4.0
victor salva,6.417635187706672,3.0
mark helfrich,6.3235135836088965,1.0
steve bendelack,6.440180250275563,1.0
dwight h. little,6.120154500236197,2.0
guillaume canet,6.56301164309334,2.0
kirsten sheridan,6.640180250275563,1.0
richard fleischer,6.426786833517042,4.0
bob spiers,5.940180250275563,1.0
damien dante wayans,5.973513583608896,1.0
john wells,6.6058687859504825,2.0
tim fywell,6.390180250275563,1.0
nigel cole,6.591583071664767,2.0
dexter fletcher,6.640180250275563,1.0
jeremy leven,6.523513583608896,1.0
sylvain white,6.277297357379054,2.0
troy nixey,6.3235135836088965,1.0
philip g. atwell,6.440180250275563,1.0
jeff schaffer,6.4901802502755634,1.0
don michael paul,5.56301164309334,2.0
james bridges,6.3235135836088965,1.0
steve barron,6.273513583608896,1.0
bill paxton,6.734440214521911,2.0
richard kelly,6.4426351877066725,3.0
carter smith,6.373513583608896,1.0
john schlesinger,6.3801351877066725,3.0
ringo lam,6.290180250275562,1.0
bruce mcculloch,6.06301164309334,2.0
patricia riggen,6.680135187706672,3.0
pascal chaumeil,6.440180250275563,1.0
jonathan kaplan,6.456846916942229,1.0
ole bornedal,6.373513583608896,1.0
richard benjamin,5.8176351877066725,3.0
craig r. baxley,6.205868785950483,2.0
john hillcoat,6.667635187706672,3.0
john guillermin,6.190180250275563,1.0
marcos siega,6.0735135836088965,1.0
rachel talalay,6.06301164309334,2.0
jeffrey w. byrd,6.0735135836088965,1.0
atom egoyan,6.69464377287758,6.0
robert towne,6.590180250275563,1.0
giuseppe tornatore,6.690180250275563,1.0
werner herzog,6.620154500236197,2.0
ben stassen,6.4068469169422295,1.0
jérôme deschamps,5.873513583608896,1.0
inna evlannikova,6.25684691694223,1.0
jonathan english,6.423513583608897,1.0
sergey bondarchuk,6.606846916942229,1.0
teddy chan,6.5344402145219105,2.0
mario van peebles,6.048725928807626,2.0
leonard nimoy,6.517635187706672,3.0
herbert ross,6.473513583608896,1.0
bonnie hunt,6.540180250275562,1.0
neil labute,6.5051351877066725,3.0
grant heslov,6.423513583608897,1.0
george gallo,6.320154500236197,2.0
sidney lumet,6.858280136513943,6.0
douglas mcgrath,6.4426351877066725,3.0
kevin spacey,6.448725928807625,2.0
richard williams,6.590180250275563,1.0
mary mcguckian,6.2401802502755634,1.0
tony goldwyn,6.434440214521912,2.0
jonathan newman,6.290180250275562,1.0
michael dinner,6.3235135836088965,1.0
joseph sargent,5.856846916942229,1.0
jerry zaks,6.50684691694223,1.0
fred durst,6.2401802502755634,1.0
anne fontaine,6.463011643093339,2.0
jon cassar,6.440180250275563,1.0
mira nair,6.574108150165339,5.0
mel brooks,6.867371045604853,6.0
russell crowe,6.5735135836088965,1.0
jessie nelson,6.520154500236196,2.0
christopher spencer,6.3235135836088965,1.0
mike bigelow,6.1568469169422295,1.0
daniel sackheim,6.356846916942229,1.0
harry elfont,6.305868785950482,2.0
uli edel,6.491583071664769,2.0
fred dekker,6.040180250275562,1.0
brian trenchard-smith,5.605135187706672,3.0
blake edwards,6.520154500236196,2.0
laurence dunmore,6.456846916942229,1.0
christian carion,6.690180250275563,1.0
david palmer,6.4068469169422295,1.0
rowan joffe,6.334440214521911,2.0
john curran,6.463011643093339,2.0
juan josé campanella,6.748725928807625,2.0
trey parker,6.6926351877066725,3.0
stuart gillard,6.190180250275563,1.0
katt shea,6.1568469169422295,1.0
joshua michael stern,6.4068469169422295,1.0
tomas alfredson,6.5735135836088965,1.0
john duigan,6.356846916942229,1.0
colin higgins,6.356846916942229,1.0
jim sonzero,6.173513583608897,1.0
penelope spheeris,6.55684691694223,1.0
jeff tremaine,6.637897944628153,4.0
jeannot szwarc,6.4772973573790535,2.0
steve mcqueen,6.820154500236197,2.0
thea sharrock,6.6568469169422295,1.0
jon lucas,6.3176351877066725,3.0
aaron seltzer,5.840180250275563,1.0
robin budd,6.356846916942229,1.0
ava duvernay,6.620154500236197,2.0
steve trenbirth,6.290180250275562,1.0
mennan yapo,6.373513583608896,1.0
jun falkenstein,6.440180250275563,1.0
tom mccarthy,6.877297357379054,2.0
takashi shimizu,6.177297357379054,2.0
gary nelson,6.373513583608896,1.0
anton corbijn,6.642635187706672,3.0
gregory nava,6.50684691694223,1.0
john patrick shanley,6.640180250275563,1.0
joshua logan,6.50684691694223,1.0
steve beck,6.191583071664768,2.0
todd strauss-schulson,6.440180250275563,1.0
john mcnaughton,6.473513583608896,1.0
nelson mccormick,5.9772973573790535,2.0
eric valette,5.734440214521911,2.0
andrew fleming,6.326786833517042,4.0
michael spierig,6.473513583608896,1.0
jim field smith,6.456846916942229,1.0
thomas bezucha,6.348725928807625,2.0
william brent bell,5.955135187706672,3.0
anthony bell,6.273513583608896,1.0
jessica bendinger,6.456846916942229,1.0
henry joost,6.230135187706672,3.0
ed harris,6.591583071664767,2.0
alfred hitchcock,7.010852423204105,8.0
shana feste,6.455135187706672,3.0
steve rash,6.120154500236197,2.0
mike binder,6.667635187706672,3.0
michael j. bassett,6.223513583608896,1.0
frank nissen,6.456846916942229,1.0
stephen chow,6.742635187706672,3.0
peter hastings,6.05684691694223,1.0
paul abascal,6.356846916942229,1.0
chris koch,6.120154500236197,2.0
amy heckerling,6.304564611294819,4.0
michael moore,6.9128255910593985,6.0
george stevens,6.4901802502755634,1.0
billy ray,6.5344402145219105,2.0
mark mylod,6.390180250275563,1.0
james mather,6.4068469169422295,1.0
michael o. sajbel,6.577297357379054,2.0
charles t. kanganis,6.106846916942229,1.0
damon santostefano,6.4068469169422295,1.0
bob clark,5.671231277961486,4.0
dave borthwick,5.856846916942229,1.0
benson lee,6.223513583608896,1.0
glen morgan,6.148725928807626,2.0
mike leigh,6.914108150165338,5.0
alejandro monteverde,6.734440214521911,2.0
jonathan glazer,6.5051351877066725,3.0
j.c. chandor,6.667635187706672,3.0
paul gross,6.405868785950482,2.0
marc abraham,6.55684691694223,1.0
todd haynes,6.717635187706672,3.0
mabrouk el mechri,6.206846916942229,1.0
charlie kaufman,6.640180250275563,1.0
nancy walker,6.140180250275563,1.0
angelo pizzo,6.55684691694223,1.0
matthew diamond,6.50684691694223,1.0
katsuhiro ôtomo,6.76301164309334,2.0
david anspaugh,6.423513583608897,1.0
andrew jarecki,6.440180250275563,1.0
daniel algrant,6.30684691694223,1.0
jane clark,6.25684691694223,1.0
mike barker,6.50684691694223,1.0
wayne thornley,6.356846916942229,1.0
gnana rajasekaran,6.55684691694223,1.0
tom walsh,6.190180250275563,1.0
jonathan jakubowicz,6.590180250275563,1.0
scott walker,6.456846916942229,1.0
mark rosman,6.248725928807625,2.0
rob hawk,6.223513583608896,1.0
britt allcroft,5.9901802502755634,1.0
alan yuen,6.423513583608897,1.0
brian percival,6.6568469169422295,1.0
anand tucker,6.5051351877066725,3.0
anthony mann,6.50684691694223,1.0
michael dowse,6.577297357379054,2.0
daniel barnz,6.334440214521911,2.0
emile ardolino,6.340180250275563,1.0
robert altman,6.592635187706672,3.0
james schamus,6.690180250275563,1.0
andrew douglas,6.390180250275563,1.0
ricky gervais,6.456846916942229,1.0
vic armstrong,5.9068469169422295,1.0
terry zwigoff,6.691583071664768,2.0
audrey wells,6.50684691694223,1.0
rick friedberg,6.273513583608896,1.0
sean mcnamara,6.4772973573790535,2.0
jody hill,6.356846916942229,1.0
brandon camp,6.3235135836088965,1.0
kevin tancharoen,6.1058687859504825,2.0
nicholas hytner,6.492635187706672,3.0
bart freundlich,6.177297357379054,2.0
william a. fraker,6.223513583608896,1.0
john boorman,6.1926351877066725,3.0
courtney solomon,5.963011643093339,2.0
jeff kanew,6.30684691694223,1.0
istván szabó,6.5735135836088965,1.0
matthew robbins,6.50684691694223,1.0
hal needham,5.973513583608896,1.0
jeff nichols,6.793453500183708,4.0
jonathan teplitzky,6.5735135836088965,1.0
michael haneke,6.8176351877066725,3.0
zack ward,6.05684691694223,1.0
mike marvin,6.373513583608896,1.0
gregor jordan,6.334440214521911,2.0
tran anh hung,6.30684691694223,1.0
lance hool,6.423513583608897,1.0
christian volckman,6.50684691694223,1.0
rodrigo cortés,6.505868785950483,2.0
david hayter,6.273513583608896,1.0
cory edwards,6.473513583608896,1.0
terry george,6.7401802502755634,1.0
xavier gens,6.348725928807625,2.0
kasi lemmons,6.2551351877066725,3.0
brian a miller,6.1568469169422295,1.0
matt dillon,6.390180250275563,1.0
george cukor,6.706846916942229,1.0
john hoffman,6.2401802502755634,1.0
kevin greutert,6.277297357379054,2.0
john fortenberry,6.423513583608897,1.0
erik white,6.206846916942229,1.0
chris robinson,6.390180250275563,1.0
jason moore,6.590180250275563,1.0
robert harmon,6.091583071664767,2.0
trent cooper,5.9068469169422295,1.0
gary halvorson,6.356846916942229,1.0
nicholas ray,6.523513583608896,1.0
fede alvarez,6.473513583608896,1.0
sidney j. furie,5.9901802502755634,1.0
ian iqbal rashid,5.940180250275563,1.0
wayne kramer,6.677297357379054,2.0
rowdy herrington,6.505868785950483,2.0
jim goddard,5.890180250275563,1.0
noel marshall,6.456846916942229,1.0
andrea di stefano,6.4901802502755634,1.0
guillaume ivernel,6.4901802502755634,1.0
jack smight,6.36301164309334,2.0
todd lincoln,6.0735135836088965,1.0
howard zieff,6.463011643093339,2.0
steven shainberg,6.56301164309334,2.0
julian jarrold,6.648725928807626,2.0
joe nussbaum,6.167635187706672,3.0
vadim perelman,6.620154500236197,2.0
peter farrelly,6.834440214521911,2.0
michel hazanavicius,6.723513583608896,1.0
cyrus nowrasteh,6.290180250275562,1.0
perry andelin blake,5.940180250275563,1.0
christian e. christiansen,6.190180250275563,1.0
sheldon lettich,6.36301164309334,2.0
diane english,6.206846916942229,1.0
peter flinth,6.4901802502755634,1.0
robert iscove,5.6926351877066725,3.0
peter kosminsky,6.590180250275563,1.0
nick gomez,6.3235135836088965,1.0
allen coulter,6.590180250275563,1.0
clare kilner,6.305868785950482,2.0
josef rusnak,6.55684691694223,1.0
lance rivera,5.9901802502755634,1.0
ronald neame,6.206846916942229,1.0
bruce paltrow,6.390180250275563,1.0
adam rifkin,6.4772973573790535,2.0
susanne bier,6.590180250275563,1.0
kenneth johnson,5.856846916942229,1.0
james ivory,6.811756791804449,7.0
jessy terrero,6.123513583608896,1.0
dany boon,6.5735135836088965,1.0
vicente amorim,6.423513583608897,1.0
gaspar noé,6.720154500236197,2.0
jérôme salle,6.50684691694223,1.0
tommy lee jones,6.634440214521911,2.0
jesse vaughan,6.140180250275563,1.0
william bindley,6.473513583608896,1.0
wayne beach,6.373513583608896,1.0
gérard krawczyk,6.4901802502755634,1.0
udayan prasad,6.523513583608896,1.0
jk youn,6.340180250275563,1.0
morten tyldum,6.86301164309334,2.0
andrés muschietti,6.423513583608897,1.0
gillian armstrong,6.620154500236197,2.0
james watkins,6.505868785950483,2.0
jim fall,6.273513583608896,1.0
ric roman waugh,6.473513583608896,1.0
michael dougherty,6.423513583608897,1.0
joel gallen,6.340180250275563,1.0
james marsh,6.834440214521911,2.0
matt williams,6.523513583608896,1.0
rob zombie,6.137897944628153,4.0
dennis iliadis,6.4901802502755634,1.0
rick rosenthal,6.0735135836088965,1.0
denzel washington,6.748725928807625,2.0
nicolas winding refn,6.660120166850375,4.0
sara sugarman,6.1568469169422295,1.0
juan carlos fresnadillo,6.55684691694223,1.0
gina prince-bythewood,6.717635187706672,3.0
phil traill,6.190180250275563,1.0
joe berlinger,6.05684691694223,1.0
elizabeth allen rosenbaum,6.334440214521911,2.0
michael mayer,6.4772973573790535,2.0
martin weisz,6.2401802502755634,1.0
john ottman,6.0735135836088965,1.0
john bonito,6.173513583608897,1.0
peter atencio,6.456846916942229,1.0
david nutter,6.30684691694223,1.0
derek cianfrance,6.720154500236197,2.0
stephan elliott,6.277297357379054,2.0
mark l. lester,6.40456461129482,4.0
tom green,6.140180250275563,1.0
mike nawrocki,6.377297357379054,2.0
catherine owens,6.790180250275562,1.0
douglas aarniokoski,5.934440214521912,2.0
bryan barber,6.423513583608897,1.0
lone scherfig,6.6630116430933395,2.0
drew barrymore,6.540180250275562,1.0
brian koppelman,6.405868785950482,2.0
james foley,6.605135187706672,3.0
albert brooks,6.3235135836088965,1.0
steve gomer,5.856846916942229,1.0
rza,6.290180250275562,1.0
mark piznarski,6.2401802502755634,1.0
craig brewer,6.677297357379054,2.0
david raynr,6.055135187706672,3.0
mort nathan,6.206846916942229,1.0
dan curtis,6.623513583608896,1.0
wil shriner,6.3235135836088965,1.0
martin mcdonagh,7.037897944628153,4.0
tina gordon chism,6.273513583608896,1.0
peter cattaneo,6.50456461129482,4.0
vicky jenson,6.273513583608896,1.0
mary lambert,6.220154500236197,2.0
peter kassovitz,6.473513583608896,1.0
rodman flender,6.423513583608897,1.0
katja von garnier,6.30684691694223,1.0
mark romanek,6.620154500236197,2.0
brad anderson,6.664108150165338,5.0
michael chapman,6.273513583608896,1.0
antonio banderas,6.440180250275563,1.0
khalil sullins,6.3235135836088965,1.0
fritz lang,6.773513583608896,1.0
hsiao-hsien hou,6.456846916942229,1.0
andrey zvyagintsev,6.723513583608896,1.0
tony jaa,6.423513583608897,1.0
ryûhei kitamura,6.4068469169422295,1.0
darrell roodt,6.390180250275563,1.0
dito montiel,6.2401802502755634,1.0
stefan ruzowitzky,6.155135187706672,3.0
jake paltrow,6.373513583608896,1.0
juraj jakubisko,6.390180250275563,1.0
anthony silverston,6.356846916942229,1.0
gabe ibáñez,6.4068469169422295,1.0
gerry lively,6.206846916942229,1.0
daniele luchetti,6.340180250275563,1.0
tung-shing yee,6.5735135836088965,1.0
julien temple,6.4901802502755634,1.0
gregory jacobs,6.340180250275563,1.0
gilles paquet-brenner,6.640180250275563,1.0
peter cousens,6.423513583608897,1.0
lars von trier,6.855135187706672,3.0
john blanchard,6.973513583608896,1.0
john cornell,6.30684691694223,1.0
vidhu vinod chopra,6.340180250275563,1.0
jamie blanks,6.077297357379054,2.0
randal kleiser,6.492635187706672,3.0
rick famuyiwa,6.437897944628153,4.0
alan cohn,6.390180250275563,1.0
franco zeffirelli,6.540180250275562,1.0
tom holland,6.36301164309334,2.0
james isaac,6.123513583608896,1.0
emilio estevez,6.55684691694223,1.0
josh schwartz,6.290180250275562,1.0
julian schnabel,6.748725928807625,2.0
todd field,6.777297357379054,2.0
davis guggenheim,6.492635187706672,3.0
stephen carpenter,6.040180250275562,1.0
james fargo,6.473513583608896,1.0
alain resnais,6.440180250275563,1.0
chao-bin su,6.540180250275562,1.0
kenneth lonergan,6.648725928807626,2.0
bo zenga,5.9901802502755634,1.0
danny leiner,6.420154500236197,2.0
christopher cain,6.420154500236197,2.0
theodore melfi,6.606846916942229,1.0
ed decter,6.373513583608896,1.0
gene quintano,6.4068469169422295,1.0
eric bress,6.673513583608897,1.0
preston a. whitmore ii,5.7915830716647685,2.0
kirk wong,6.4068469169422295,1.0
bronwen hughes,6.373513583608896,1.0
john lafia,6.340180250275563,1.0
sam miller,6.26301164309334,2.0
alex garland,6.673513583608897,1.0
mark brown,6.1058687859504825,2.0
michael polish,6.124108150165338,5.0
daisy von scherler mayer,5.934440214521912,2.0
lenny abrahamson,6.773513583608896,1.0
bob saget,6.134440214521911,2.0
john waters,6.417635187706672,3.0
craig bolotin,6.390180250275563,1.0
mark christopher,6.356846916942229,1.0
blair hayes,6.3235135836088965,1.0
jez butterworth,6.4068469169422295,1.0
olivier assayas,6.648725928807626,2.0
patrice leconte,6.606846916942229,1.0
paul mazursky,6.373513583608896,1.0
stephen chbosky,6.891583071664768,2.0
jon hess,6.2401802502755634,1.0
joe cornish,6.4901802502755634,1.0
john h. lee,6.523513583608896,1.0
john stainton,6.290180250275562,1.0
benedek fliegauf,6.456846916942229,1.0
paul schrader,6.040098318332125,6.0
stewart hendler,6.2401802502755634,1.0
john cromwell,6.690180250275563,1.0
mark herman,6.734440214521911,2.0
abel ferrara,6.4901802502755634,1.0
ethan maniquis,6.50684691694223,1.0
george hickenlooper,6.420154500236197,2.0
je-kyu kang,6.7401802502755634,1.0
william dear,6.220154500236197,2.0
stéphane aubier,6.706846916942229,1.0
john badham,6.5735135836088965,1.0
mike mccoy,6.473513583608896,1.0
mike judge,6.637897944628153,4.0
tamra davis,6.048725928807626,2.0
nima nourizadeh,6.50684691694223,1.0
franklin j. schaffner,6.5676351877066725,3.0
john erick dowdle,6.393453500183709,4.0
david moreau,6.290180250275562,1.0
christopher erskin,6.106846916942229,1.0
brian henson,6.673513583608897,1.0
dan cutforth,6.373513583608896,1.0
josh boone,6.690180250275563,1.0
jake schreier,6.667635187706672,3.0
cheryl dunye,6.140180250275563,1.0
ernest r. dickerson,6.50684691694223,1.0
lionel c. martin,6.273513583608896,1.0
wallace wolodarsky,6.290180250275562,1.0
nicholas jarecki,6.4901802502755634,1.0
dean israelite,6.456846916942229,1.0
darnell martin,6.55684691694223,1.0
scott alexander,6.340180250275563,1.0
stuart gordon,6.36301164309334,2.0
christopher guest,6.782342389072598,4.0
jane campion,6.560120166850376,4.0
fred schepisi,6.55684691694223,1.0
antonia bird,6.5735135836088965,1.0
jon poll,6.55684691694223,1.0
paolo sorrentino,6.673513583608897,1.0
peter care,6.5735135836088965,1.0
chan-wook park,6.905135187706672,3.0
ira sachs,6.377297357379054,2.0
carroll ballard,6.720154500236197,2.0
takeshi kitano,6.590180250275563,1.0
marco kreuzpaintner,6.748725928807625,2.0
lajos koltai,6.5735135836088965,1.0
alan rudolph,6.1568469169422295,1.0
chuan lu,6.673513583608897,1.0
lijun sun,5.923513583608897,1.0
takashi yamazaki,6.4068469169422295,1.0
christopher smith,6.548725928807626,2.0
timothy hines,6.640180250275563,1.0
david winters,5.856846916942229,1.0
akira kurosawa,6.934440214521912,2.0
jamie thraves,6.390180250275563,1.0
mabel cheung,6.423513583608897,1.0
dan mazer,6.390180250275563,1.0
r.j. cutler,6.523513583608896,1.0
david s. ward,6.590180250275563,1.0
rob pritts,6.1568469169422295,1.0
john crowley,6.640180250275563,1.0
brendan malloy,6.440180250275563,1.0
dustin hoffman,6.523513583608896,1.0
gregory poirier,6.273513583608896,1.0
simon curtis,6.6630116430933395,2.0
dewey nicks,6.273513583608896,1.0
philip saville,6.673513583608897,1.0
tim blake nelson,6.423513583608897,1.0
william a. graham,6.2401802502755634,1.0
martin ritt,6.734440214521911,2.0
john turturro,6.405868785950482,2.0
agnieszka holland,6.523513583608896,1.0
david hackl,6.205868785950483,2.0
giuliano montaldo,6.423513583608897,1.0
lisa azuelos,6.106846916942229,1.0
ray lawrence,6.456846916942229,1.0
karan johar,6.620154500236197,2.0
ruairi robinson,6.30684691694223,1.0
jaume balagueró,6.560120166850376,4.0
jon kasdan,6.473513583608896,1.0
léa pool,6.577297357379054,2.0
floyd mutrux,6.456846916942229,1.0
sajid khan,6.273513583608896,1.0
dean wright,6.4901802502755634,1.0
eric lartigau,6.623513583608896,1.0
shintaro shimosawa,6.273513583608896,1.0
darren lynn bousman,6.514108150165337,5.0
james demonaco,6.330135187706672,3.0
ken annakin,6.690180250275563,1.0
carol reed,6.6630116430933395,2.0
chuck sheetz,6.473513583608896,1.0
marcus raboy,6.191583071664768,2.0
leigh whannell,6.4068469169422295,1.0
michael schultz,6.592635187706672,3.0
peter sollett,6.592635187706672,3.0
bob dolman,6.3235135836088965,1.0
greg coolidge,6.30684691694223,1.0
david lowery,6.642635187706672,3.0
ciarán foy,6.25684691694223,1.0
salim akil,6.248725928807625,2.0
olatunde osunsanmi,6.373513583608896,1.0
leon ichaso,6.373513583608896,1.0
joseph zito,6.220154500236197,2.0
patricia rozema,6.50684691694223,1.0
rob schmidt,6.4068469169422295,1.0
robert ben garant,6.373513583608896,1.0
morgan spurlock,6.292635187706672,3.0
neal brennan,6.356846916942229,1.0
tuck tucker,6.373513583608896,1.0
theodore witcher,6.623513583608896,1.0
joel edgerton,6.5735135836088965,1.0
jim hanon,6.55684691694223,1.0
michael patrick jann,6.473513583608896,1.0
jorma taccone,6.30684691694223,1.0
jeff lowell,6.25684691694223,1.0
lorene scafaria,6.50684691694223,1.0
marcus dunstan,6.4068469169422295,1.0
timothy björklund,6.356846916942229,1.0
françois girard,6.673513583608897,1.0
scott kalvert,6.3235135836088965,1.0
jason bateman,6.50684691694223,1.0
david schwimmer,6.56301164309334,2.0
allan arkush,6.090180250275563,1.0
eric bross,5.991583071664769,2.0
dan fogelman,6.5735135836088965,1.0
jay duplass,6.415675722405931,4.0
luca guadagnino,6.55684691694223,1.0
john putch,6.30684691694223,1.0
peter medak,6.4901802502755634,1.0
terence davies,6.5735135836088965,1.0
harley cokeliss,6.3235135836088965,1.0
tom brady,5.940180250275563,1.0
jason zada,6.190180250275563,1.0
noah baumbach,6.815675722405931,4.0
eric blakeney,6.340180250275563,1.0
rakesh roshan,6.440180250275563,1.0
derrick borte,6.473513583608896,1.0
richard kwietniowski,6.6630116430933395,2.0
bob odenkirk,6.234440214521911,2.0
joshua seftel,6.340180250275563,1.0
vincent gallo,6.405868785950482,2.0
claude chabrol,6.505868785950483,2.0
jon stewart,6.4901802502755634,1.0
bigas luna,6.523513583608896,1.0
ralph fiennes,6.423513583608897,1.0
dan harris,6.606846916942229,1.0
mel smith,6.423513583608897,1.0
bobcat goldthwait,6.540180250275562,1.0
jake scott,6.55684691694223,1.0
alan metter,5.940180250275563,1.0
rafa lara,6.423513583608897,1.0
arthur hiller,5.973513583608896,1.0
michael meredith,6.30684691694223,1.0
julio depietro,6.373513583608896,1.0
katherine dieckmann,6.173513583608897,1.0
kim farrant,6.25684691694223,1.0
scott marshall,5.948725928807625,2.0
álex de la iglesia,6.4068469169422295,1.0
andrew traucki,6.356846916942229,1.0
michael clancy,6.50684691694223,1.0
robert adetuyi,6.140180250275563,1.0
kari skogland,6.540180250275562,1.0
taedong park,6.190180250275563,1.0
benedikt erlingsson,6.540180250275562,1.0
gurinder chadha,6.330135187706672,3.0
jason connery,6.023513583608896,1.0
vic sarin,6.648725928807626,2.0
jim issa,6.25684691694223,1.0
william phillips,6.473513583608896,1.0
andy garcia,6.50684691694223,1.0
sarik andreasyan,6.25684691694223,1.0
julian gilbey,6.377297357379054,2.0
gary sherman,6.140180250275563,1.0
valeri milev,6.2401802502755634,1.0
stanley kramer,6.891583071664768,2.0
pedro almodóvar,6.6568469169422295,1.0
gerald potterton,6.50684691694223,1.0
anurag basu,6.390180250275563,1.0
kriv stenders,6.640180250275563,1.0
yash chopra,6.734440214521911,2.0
floria sigismondi,6.4901802502755634,1.0
ferzan ozpetek,6.606846916942229,1.0
kris isacsson,6.206846916942229,1.0
ben younger,6.55684691694223,1.0
daniel taplitz,6.30684691694223,1.0
tamara jenkins,6.591583071664767,2.0
linda mendoza,6.190180250275563,1.0
hart bochner,6.473513583608896,1.0
stewart raffill,5.920154500236197,2.0
hong-jin na,6.673513583608897,1.0
chatrichalerm yukol,6.4901802502755634,1.0
dario argento,6.4068469169422295,1.0
eric lavaine,6.4068469169422295,1.0
marc forby,6.423513583608897,1.0
ole christian madsen,6.606846916942229,1.0
meiert avis,6.090180250275563,1.0
andré téchiné,6.390180250275563,1.0
emily young,6.473513583608896,1.0
peter faiman,6.473513583608896,1.0
martyn pick,6.340180250275563,1.0
roland suso richter,6.4068469169422295,1.0
jeremy sims,6.5735135836088965,1.0
maïwenn,6.606846916942229,1.0
joby harold,6.473513583608896,1.0
ekachai uekrongtham,6.340180250275563,1.0
mark rydell,6.540180250275562,1.0
david e. talbert,6.223513583608896,1.0
roger vadim,6.373513583608896,1.0
nils gaup,6.50684691694223,1.0
ari sandel,6.473513583608896,1.0
vondie curtis-hall,5.7401802502755634,1.0
tom elkins,6.273513583608896,1.0
woo-suk kang,6.590180250275563,1.0
john sayles,6.637897944628153,4.0
vipul amrutlal shah,6.606846916942229,1.0
ken loach,6.640180250275563,1.0
ayan mukerji,6.540180250275562,1.0
mervyn leroy,6.590180250275563,1.0
serdar akar,6.390180250275563,1.0
james frawley,6.673513583608897,1.0
dan gilroy,6.706846916942229,1.0
jonathan dayton,6.706846916942229,1.0
chris stokes,5.720154500236197,2.0
don siegel,6.6568469169422295,1.0
martin lawrence,6.3235135836088965,1.0
masayuki ochiai,6.25684691694223,1.0
tom gormican,6.4068469169422295,1.0
ken shapiro,6.223513583608896,1.0
justin tipping,6.690180250275563,1.0
peter r. hunt,6.523513583608896,1.0
doug atchison,6.640180250275563,1.0
jonas elmer,6.3235135836088965,1.0
mary harron,6.6568469169422295,1.0
erik canuel,6.55684691694223,1.0
troy duffy,6.648725928807626,2.0
nicole holofcener,6.564108150165337,5.0
matty rich,6.391583071664768,2.0
fina torres,6.273513583608896,1.0
duke johnson,6.606846916942229,1.0
françois ozon,6.6058687859504825,2.0
anna boden,6.620154500236197,2.0
steve james,6.777297357379054,2.0
michael winner,6.05684691694223,1.0
tomm moore,6.673513583608897,1.0
john carney,6.805868785950482,2.0
david jacobson,6.473513583608896,1.0
michael corrente,6.448725928807625,2.0
edward hall,6.590180250275563,1.0
keith gordon,6.3235135836088965,1.0
andrew currie,6.523513583608896,1.0
andrew wilson,6.30684691694223,1.0
marc schölermann,6.390180250275563,1.0
robert moresco,6.456846916942229,1.0
thomas vinterberg,6.917635187706672,3.0
claudia llosa,6.273513583608896,1.0
charles binamé,6.673513583608897,1.0
keith parmer,6.1568469169422295,1.0
ol parker,6.5676351877066725,3.0
james nunn,6.290180250275562,1.0
david webb peoples,6.473513583608896,1.0
michael winnick,6.090180250275563,1.0
